Title,Locations,Price,Square feet area,Status,Bathrooms
1 BHK Apartment,Electronic City Phase II, 7000 ,470 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,J. P. Nagar, 15500 ,1100 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,HSR Layout, 17000 ,650 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Annapurneshwari Nagar, 17000 ,1100 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Annapurneshwari Nagar, 21000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kasturi Nagar, 18500 ,1250 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Bennigana Halli, 15000 ,750 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Kasturi Nagar, 18500 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Banaswadi, 19000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kasturi Nagar, 19000 ,1450 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Kasturi Nagar, 22500 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Banaswadi, 10000 ,800 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Banaswadi, 22000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Banaswadi, 15000 ,1250 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Banaswadi, 15000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Kasturi Nagar, 8000 ,700 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Banaswadi, 15000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Kasturi Nagar, 10500 ,850 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Kasturi Nagar, 19000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kasturi Nagar, 20000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Banaswadi, 18000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kasturi Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Bennigana Halli, 28000 ,1500 ,Semi-Furnished,3 bathrooms
4 BHK Villa,Bennigana Halli, 30000 ,2500 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,Banaswadi, 28000 ,1350 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Kalyan Nagar, 18000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Kalyan Nagar, 18000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Banaswadi, 13000 ,700 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Banaswadi, 18000 ,1150 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kasturi Nagar, 21000 ,1350 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kasturi Nagar, 19500 ,1400 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Banaswadi, 24000 ,1500 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Banaswadi, 19000 ,1250 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Kasturi Nagar, 11500 ,850 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Kasturi Nagar, 35000 ,2400 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Banaswadi, 19000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Banaswadi, 22000 ,1350 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Horamavu, 15000 ,700 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Kasturi Nagar, 27500 ,2000 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,Kasturi Nagar, 14000 ,850 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Banaswadi, 14000 ,850 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Banaswadi, 14000 ,1100 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Kaggadasapura, 11500 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Annapurneshwari Nagar, 16500 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Annapurneshwari Nagar, 14000 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Nagarbhavi, 22000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Jayanagar, 14950 ,650 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,J. P. Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
4 BHK Villa,Horamavu, 45000 ,3000 ,Semi-Furnished,4 bathrooms
2 BHK Apartment in YMR Lichen,Narayanapura on Hennur Main Road, 21000 ,1140 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Koramangala, 12000 ,250 ,Furnished,1 bathrooms
1 BHK Apartment in Reputed Builder The HSR Club residency,HSR Layout, 18900 ,700 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Maruthi Sevanagar, 16000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Maruthi Sevanagar, 19000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Maruthi Sevanagar, 14000 ,1200 ,Semi-Furnished,3 bathrooms
2 BHK Independent House,Maruthi Sevanagar, 15000 ,1000 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Maruthi Sevanagar, 10000 ,800 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Maruthi Sevanagar, 13000 ,800 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Maruthi Sevanagar, 24000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Maruthi Sevanagar, 32000 ,1400 ,Furnished,2 bathrooms
2 BHK Independent Floor,Maruthi Sevanagar, 15000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,J. P. Nagar, 14000 ,1000 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,HSR Layout, 12000 ,500 ,Unfurnished,1 bathrooms
1 BHK Apartment,HSR Layout, 11500 ,390 ,Unfurnished,1 bathrooms
4 BHK Apartment in Parkway Tivoli,Kannamangala, 75002 ,3585 ,Semi-Furnished,4 bathrooms
1 BHK Apartment,Jayanagar, 14950 ,650 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Maruthi Sevanagar, 30000 ,1400 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Mahadevapura, 33000 ,1050 ,Furnished,2 bathrooms
2 BHK Apartment,Mahadevapura, 26000 ,1050 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Annapurneshwari Nagar, 16500 ,1100 ,Semi-Furnished,2 bathrooms
4 BHK Villa in Ajmera Villows,Electronic City Phase 1, 1.1 L,3150 ,Furnished,4 bathrooms
1 BHK Apartment,Kalyan Nagar, 15000 ,700 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Visalakshi Sansita Pride,Narayanapura on Hennur Main Road, 30000 ,1440 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in VARS Parkwood,Bellandur, 80000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in VARS Parkwood,Bellandur, 80000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Koramangala, 38000 ,1530 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Electronic City Phase II, 7000 ,382 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Annapurneshwari Nagar, 14000 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Nagarbhavi, 22000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Independent House,Kasturi Nagar, 40000 ,1800 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kaggadasapura, 15000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Kaggadasapura, 11500 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Maruthi Sevanagar, 16000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Maruthi Sevanagar, 19000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Maruthi Sevanagar, 14000 ,1200 ,Semi-Furnished,3 bathrooms
2 BHK Independent House,Maruthi Sevanagar, 15000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,J. P. Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Kengeri Satellite Town, 19000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,J. P. Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Annapurneshwari Nagar, 21000 ,1500 ,Semi-Furnished,2 bathrooms
3 BHK Villa,Kalyan Nagar, 28000 ,2200 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,Kammanahalli, 30000 ,1300 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Lingarajapuram, 15000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Hennur, 16000 ,1350 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Hennur, 15000 ,1400 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 13000 ,800 ,Furnished,1 bathrooms
3 BHK Apartment in Prestige Sunrise Park,Electronic City Phase 1, 40000 ,1500 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Prestige Sunrise Park,Electronic City Phase 1, 40000 ,1500 ,Semi-Furnished,3 bathrooms
3 BHK Independent House,Nagarbhavi, 25000 ,1500 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,Shanti Nagar, 1.2 L,2200 ,Furnished,3 bathrooms
2 BHK Independent House,Mathikere, 15000 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kanakapura, 30002 ,1200 ,Furnished,2 bathrooms
3 BHK Apartment in Puravankara Palm Beach,Narayanapura on Hennur Main Road, 45000 ,1600 ,Semi-Furnished,3 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.5 L,3800 ,Semi-Furnished,4 bathrooms
2 BHK Apartment in Prestige Birchwood at Sunrise Park,Electronic City Phase 1, 37000 ,1300 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Mahadevapura, 32002 ,900 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Shanti Nagar, 1.2 L,2200 ,Furnished,3 bathrooms
3 BHK Apartment in Puravankara Purva Heights,Bilekahalli, 50000 ,3000 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Mathikere, 15002 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Electronics City, 30000 ,1000 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,BTM Layout, 24000 ,1200 ,Furnished,1 bathrooms
2 BHK Apartment,Kanakapura, 30000 ,1200 ,Furnished,2 bathrooms
2 BHK Apartment,Kanakapura, 30000 ,1200 ,Furnished,2 bathrooms
3 BHK Apartment in Puravankara Palm Beach,Narayanapura on Hennur Main Road, 45000 ,1600 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Puravankara Palm Beach,Narayanapura on Hennur Main Road, 45000 ,1600 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Varthur, 95000 ,1800 ,Semi-Furnished,3 bathrooms
1 RK Studio Apartment,Murugeshpalya, 10000 ,385 ,Semi-Furnished,[]
1 BHK Independent Floor,Murugeshpalya, 12000 ,455 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 18000 ,545 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Murugeshpalya, 12000 ,225 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 12000 ,426 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 16000 ,510 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 12000 ,466 ,Semi-Furnished,1 bathrooms
4 BHK Apartment in Prestige Silver Oak,Whitefield Hope Farm Junction, 1.25 L,3900 ,Semi-Furnished,4 bathrooms
2 BHK Independent Floor,HSR Layout, 19000 ,650 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Kaggadasapura, 15000 ,510 ,Semi-Furnished,1 bathrooms
4 BHK Independent House,Indira Nagar, 55000 ,2000 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,HSR Layout, 13000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 21000 ,622 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 10500 ,442 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 15000 ,564 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 13000 ,452 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 18500 ,625 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 18000 ,610 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Whitefield, 38000 ,1600 ,Furnished,3 bathrooms
1 BHK Apartment,Mahadevapura, 19000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,BTM Layout, 19900 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Mahadevapura, 21000 ,750 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,HSR Layout, 42000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Puravankara Purva Venezia,Yelahanka, 24000 ,1245 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,HSR Layout, 15000 ,1000 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Kartik Nagar, 11500 ,400 ,Furnished,1 bathrooms
3 BHK Apartment in SNN Raj Lakeview Phase II,BTM Layout, 55000 ,2250 ,Semi-Furnished,4 bathrooms
1 RK Studio Apartment,Kartik Nagar, 8000 ,340 ,Furnished,1 bathrooms
3 BHK Independent Floor,HSR Layout, 56000 ,1800 ,Semi-Furnished,3 bathrooms
1 RK Studio Apartment,HSR Layout, 7000 ,1000 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 13000 ,408 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Harlur, 40000 ,1600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Koramangala, 48000 ,1200 ,Furnished,2 bathrooms
1 BHK Independent Floor,Murugeshpalya, 25000 ,528 ,Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 13000 ,800 ,Furnished,1 bathrooms
2 BHK Independent Floor,J. P. Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,J. P. Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 12000 ,800 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,J. P. Nagar, 16000 ,1300 ,Semi-Furnished,2 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.5 L,3800 ,Semi-Furnished,4 bathrooms
1 BHK Apartment,J. P. Nagar, 12000 ,650 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Prestige Sunrise Park,Electronic City Phase 1, 40000 ,1500 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Sri Charitha Green Woods,Marathahalli, 30000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Sri Charitha Green Woods,Marathahalli, 30000 ,1500 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Koramangala, 18000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 18000 ,700 ,Semi-Furnished,1 bathrooms
4 BHK Apartment in SKAV Ohana,Krishnarajapura, 90000 ,2500 ,Furnished,4 bathrooms
2 BHK Apartment in SJR Fiesta Homes,Electronic City Phase 2, 23001 ,1250 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,J. P. Nagar, 28000 ,1750 ,Semi-Furnished,3 bathrooms
1 BHK Apartment,Mahadevapura, 21002 ,750 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Begur, 55000 ,1200 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Begur, 55000 ,1200 ,Semi-Furnished,3 bathrooms
2 BHK Independent House,Indira Nagar, 22000 ,800 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Domlur Layout, 33000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Electronics City, 30000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Electronics City, 30000 ,1000 ,Semi-Furnished,2 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.5 L,3800 ,Semi-Furnished,4 bathrooms
2 BHK Independent Floor,Kengeri Satellite Town, 19000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Annapurneshwari Nagar, 17000 ,1100 ,Semi-Furnished,2 bathrooms
3 BHK Villa in Artha Reviera,Marsur, 40000 ,1780 ,Semi-Furnished,3 bathrooms
1 BHK Apartment,Koramangala, 23000 ,800 ,Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 18000 ,700 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,HSR Layout, 16500 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Koramangala, 14000 ,650 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in SNN Raj Lakeview Phase II,BTM Layout, 76000 ,1800 ,Furnished,3 bathrooms
2 BHK Apartment in Prestige Gulmohar,Ramamurthy Nagar, 32000 ,1208 ,Semi-Furnished,2 bathrooms
4 BHK Villa in Nambiar Bellezea,Narayanaghatta, 1.6 L,5000 ,Furnished,4 bathrooms
2 BHK Independent Floor,Munnekollal, 26000 ,1300 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,HSR Layout, 14000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 20000 ,750 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,HSR Layout, 19000 ,900 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,KPC Layout, 18000 ,750 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 10500 ,442 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Sarjapur, 14000 ,800 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Sarjapur, 1.2 L,2400 ,Semi-Furnished,3 bathrooms
1 BHK Independent House,Bettadasapura, 8800 ,400 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 15000 ,564 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 13000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 21000 ,622 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 13000 ,452 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,HBR Layout, 14500 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,HBR Layout, 13500 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,HBR Layout, 14500 ,1200 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,HSR Layout, 14000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 20000 ,750 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,HSR Layout, 19000 ,900 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,KPC Layout, 18000 ,750 ,Semi-Furnished,1 bathrooms
3 BHK Independent Floor,HSR Layout, 50000 ,2000 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,HSR Layout, 42000 ,2000 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,HSR Layout, 40000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Aratt Requizza,Electronic City Phase 1, 38000 ,1728 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Domlur Layout, 34000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Chickpete, 21000 ,890 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kaggadasapura, 20000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kaggadasapura, 20500 ,1255 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor in RS Royal Gardeenia,Electronic City Phase 2, 12000 ,600 ,Furnished,1 bathrooms
2 BHK Apartment,Harlur, 42000 ,1000 ,Furnished,2 bathrooms
3 BHK Apartment in Hiranandani Glen Gate,Kodigehalli, 50000 ,1760 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Hiranandani Glen Classic,Kodigehalli, 42000 ,1650 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Sadduguntepalya, 35000 ,1500 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Doddakannelli, 16000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Swaraj Homes Dhanushri Apartments,Koramangala, 40000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Domlur Layout, 32000 ,1000 ,Semi-Furnished,2 bathrooms
3 BHK Independent House,HSR Layout, 50000 ,1800 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Koramangala, 25000 ,1000 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Kartik Nagar, 11000 ,300 ,Furnished,1 bathrooms
3 BHK Apartment,Harlur, 1.07 L,3500 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,Murugeshpalya, 12000 ,465 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Murugeshpalya, 10000 ,385 ,Semi-Furnished,[]
1 BHK Independent Floor,Murugeshpalya, 12000 ,455 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 18000 ,545 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Murugeshpalya, 12000 ,225 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 12000 ,426 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 16000 ,510 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 12000 ,466 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Begur, 55002 ,1200 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,HSR Layout, 12500 ,500 ,Unfurnished,1 bathrooms
3 BHK Independent Floor,HSR Layout, 50000 ,2000 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,HSR Layout, 42000 ,2000 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,HSR Layout, 40000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Prestige Falcon City,Konanakunte, 45000 ,1604 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Mahaveer Seasons,HSR Layout, 45000 ,1800 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Marathahalli, 21000 ,650 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Provident Sunworth,Kumbalgodu, 16000 ,1350 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Kasavanahalli, 47000 ,1216 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Maruthi Sevanagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Bommanahalli, 16000 ,900 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Swaraj Homes LBR Supreme Enclave,Electronic City Phase 1, 11500 ,980 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,HSR Layout, 12500 ,500 ,Unfurnished,1 bathrooms
1 BHK Independent Floor,Koramangala, 15500 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Murugeshpalya, 13000 ,452 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 18500 ,625 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 18000 ,610 ,Semi-Furnished,1 bathrooms
4 BHK Apartment in Prestige Silver Oak,Whitefield Hope Farm Junction, 1.25 L,3900 ,Semi-Furnished,4 bathrooms
2 BHK Independent Floor,HSR Layout, 19000 ,650 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Kaggadasapura, 15000 ,510 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,RR Nagar, 10000 ,700 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Marathahalli, 18000 ,1200 ,Semi-Furnished,2 bathrooms
4 BHK Independent House,Indira Nagar, 55000 ,2000 ,Semi-Furnished,3 bathrooms
1 BHK Apartment,Murugeshpalya, 18000 ,545 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Munnekollal, 12000 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,BTM Layout, 19900 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Mahadevapura, 21000 ,750 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Mathikere, 15002 ,1100 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 13000 ,800 ,Furnished,1 bathrooms
2 BHK Independent Floor,J. P. Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,J. P. Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Koramangala, 48000 ,1200 ,Furnished,2 bathrooms
1 BHK Independent Floor,Murugeshpalya, 25000 ,528 ,Furnished,1 bathrooms
2 BHK Apartment,Mahadevapura, 32000 ,900 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Mahadevapura, 32000 ,900 ,Semi-Furnished,2 bathrooms
4 BHK Apartment in SKAV Ohana,Krishnarajapura, 90000 ,2500 ,Furnished,4 bathrooms
4 BHK Apartment in SKAV Ohana,Krishnarajapura, 90000 ,2500 ,Furnished,4 bathrooms
2 BHK Apartment in SJR Fiesta Homes,Electronic City Phase 2, 23001 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in SJR Fiesta Homes,Electronic City Phase 2, 23001 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Mathikere, 15000 ,1100 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Kartik Nagar, 11500 ,400 ,Furnished,1 bathrooms
3 BHK Apartment in SNN Raj Lakeview Phase II,BTM Layout, 55000 ,2250 ,Semi-Furnished,4 bathrooms
1 RK Studio Apartment,Kartik Nagar, 8000 ,340 ,Furnished,1 bathrooms
2 BHK Independent Floor,HSR Layout, 15000 ,1000 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,RR Nagar, 10000 ,700 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Koramangala, 8000 ,250 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Koramangala, 7000 ,200 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Kaggadasapura, 12000 ,520 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in RMZ Galleria,Yelahanka, 90000 ,2600 ,Furnished,4 bathrooms
3 BHK Apartment in Sterling Ascentia,Bellandur, 78000 ,2500 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Prestige Jindal City,Dasarahalli on Tumkur Road, 23000 ,900 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,HSR Layout, 53000 ,1100 ,Furnished,2 bathrooms
1 BHK Independent Floor,Murugeshpalya, 10500 ,442 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Murugeshpalya, 15000 ,564 ,Semi-Furnished,1 bathrooms
